year,day,participant,input,language,mean,stddev,median,user,system,min,max
2023,6,chancalan,input-chancalan,python,0.014013448515000002,0.000687204424402639,0.013873396280000002,0.011267810000000003,0.0026646700000000005,0.012816936280000002,0.01783632328
2023,6,kcen,input-chancalan,python,0.014057194290000002,0.0006410372293270541,0.01389569778,0.011246915000000003,0.0027373549999999995,0.012779816280000002,0.01697154528
2023,6,lanjian,input-chancalan,rust,0.0007653336400000005,0.00016626788776114633,0.00082929128,0.0007179058000000003,0.00012482999999999996,0.00009981127999999996,0.0009765222800000001
2023,6,mattcl,input-chancalan,rust,0.0007891350199999999,0.00016872628171970487,0.00086343528,0.0007420664000000005,0.00012626499999999994,0.00018678428000000003,0.0013376662800000001
2023,6,mattcl-py,input-chancalan,python,0.014052330679999997,0.0006048523589202884,0.013932717280000001,0.011095775,0.0028699249999999993,0.01302889228,0.017387223280000003
2023,6,mattcl-ts,input-chancalan,typescript (bun),0.009696966435,0.00035012498388932244,0.009721385780000001,0.005942286199999999,0.005447365000000001,0.00875109228,0.01049519328
2023,6,pting,input-chancalan,python,0.013987169534999993,0.0005854186573705074,0.013866664280000001,0.010738930000000002,0.00316876,0.01314896628,0.01749546528
2023,6,chancalan,input-kcen,python,0.01405619650340425,0.000706117402106255,0.013869323780000001,0.011297518510638295,0.0026768351063829786,0.01315722128,0.01713528128
2023,6,kcen,input-kcen,python,0.01407720962999999,0.00072404039128927,0.013890363280000002,0.010895240000000002,0.003094014999999998,0.012841822280000002,0.01756755028
2023,6,lanjian,input-kcen,rust,0.0007662850350000001,0.00018385708866769802,0.0008324722800000001,0.0006964316,0.0001413,0.000026775280000000006,0.0014580522799999998
2023,6,mattcl,input-kcen,rust,0.0007894193149999998,0.00020291383235986806,0.0008560757800000001,0.0007261558000000001,0.00014205999999999995,0.00010638328000000001,0.0013815682799999999
2023,6,mattcl-py,input-kcen,python,0.01394785077000001,0.0005102416978243382,0.01388574428,0.011197164999999993,0.002681235,0.013043049280000002,0.01666671528
